coreid,identifiedBy,dateIdentified,identificationQualifier,scientificName,tidInterpreted,identificationIsCurrent,scientificNameAuthorship,genus,specificEpithet,taxonRank,infraspecificEpithet,identificationReferences,identificationRemarks,recordID,modified
74680,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:b4f44486-b935-49b0-8dc5-b814c804c035,"2021-11-02 14:19:26"
74700,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:fcf94d83-b069-42c4-b888-38a71c99689b,"2021-11-02 14:19:26"
74700,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:d6d690d4-7919-4a24-9984-db86370f7713,"2021-11-02 14:19:26"
74699,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:7c45dca3-08f5-4acf-bb2e-58d05f3ee840,"2021-11-02 14:19:26"
74699,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:ccdeb21d-5427-4dd2-b912-e65a4706b909,"2021-11-02 14:19:26"
74698,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:f84f8e59-8018-4887-8f16-aa173d2b04f7,"2021-11-02 14:19:26"
74698,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:a014daf1-37c2-4603-8105-275387f41384,"2021-11-02 14:19:26"
74697,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:f3f0fde4-8a84-4e55-98aa-567bf6a06392,"2021-11-02 14:19:26"
74697,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:2eacef7d-6af5-4bb5-af1b-892649c4ee63,"2021-11-02 14:19:26"
74696,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:2884cccd-bf69-4966-b139-94681da8f666,"2021-11-02 14:19:26"
74696,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:e8d2172d-9b13-4c2e-83c1-edebdf71f4a0,"2021-11-02 14:19:26"
74694,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:dc0f7d5b-e958-40b0-b035-6824989cf6d9,"2021-11-02 14:19:26"
74694,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6e997225-b903-476f-b7cb-fe2ad95a625c,"2021-11-02 14:19:26"
74695,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:cb0eeb70-d060-477a-8b96-f663c61b9bdb,"2021-11-02 14:19:26"
74695,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:c52dea8c-01f8-4f92-a151-d0e83a8ec6f6,"2021-11-02 14:19:26"
74693,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:639e7fc3-92d0-45f9-8ead-5a452327a74d,"2021-11-02 14:19:26"
74693,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:9f08e13e-bac2-418c-8f57-48afcb02595e,"2021-11-02 14:19:26"
74692,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:3bf42538-b2c7-4068-aba6-48477b0160ce,"2021-11-02 14:19:26"
74692,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:e223b43a-a50f-4670-950e-d0adab0b9b20,"2021-11-02 14:19:26"
74591,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:22fdb9cc-6a5b-4862-9ff5-2171123e9bc0,"2021-11-02 14:19:26"
74591,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:14b941c4-8024-48ec-a36b-eb997e093ccc,"2021-11-02 14:19:26"
74593,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:84180031-4b84-46f3-83df-091834315d03,"2021-11-02 14:19:26"
74593,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:18c2f475-1c03-4e8b-993e-abfa56a1dd79,"2021-11-02 14:19:26"
74592,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:ff4118eb-ca2e-4950-87a4-1ca7f8021976,"2021-11-02 14:19:26"
74592,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:214e43f2-bcb9-4a0b-bb8b-f540790a095d,"2021-11-02 14:19:26"
74706,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:33815294-2c5d-44af-b1b2-2ea6750eb7a0,"2021-11-02 14:19:26"
74706,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:f117bdc6-ebbb-4483-a2bb-67440ba4c905,"2021-11-02 14:19:26"
74705,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:547b0a06-a72f-441a-9cb5-dca1fac463dd,"2021-11-02 14:19:26"
74705,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:cb8c68c0-1943-4720-931d-24aab0db5957,"2021-11-02 14:19:26"
74704,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:637b90bd-e68e-4754-be7e-972a446e04b9,"2021-11-02 14:19:26"
74704,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:0a008efd-aa1b-4d4a-8d40-1012d034214d,"2021-11-02 14:19:26"
74703,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:97afc0e9-3d9e-439f-94a2-d83929a21ed3,"2021-11-02 14:19:26"
74703,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:69f31d44-e1ee-44e7-a249-8061b38e6995,"2021-11-02 14:19:26"
74702,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:94ab43a3-37e8-400a-9ed6-0aa593a3747c,"2021-11-02 14:19:26"
74702,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:edbe2c68-4ec8-4515-8158-0497ab8dba28,"2021-11-02 14:19:26"
74701,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:5bdc887b-25ef-4a75-8502-11de79142fdc,"2021-11-02 14:19:26"
74701,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:87c91f37-f9c5-4f13-9031-5e80cb97c50f,"2021-11-02 14:19:26"
74585,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:7c5f11f3-b42c-41b3-8390-b233a9a4f342,"2021-11-02 14:19:26"
74585,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:d632c605-5481-4317-b228-ab253a7cd339,"2021-11-02 14:19:26"
74584,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:6d37725a-5a97-4422-9dd6-9ecb1c5833f6,"2021-11-02 14:19:26"
74584,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:fe816cc3-808e-484c-8963-928df38b9a86,"2021-11-02 14:19:26"
74583,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:8a76a643-4a19-43a9-8f01-969f5eed48eb,"2021-11-02 14:19:26"
74583,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:f257bec0-f815-4b54-b0ef-d12926fe4fa2,"2021-11-02 14:19:26"
74582,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:2aad40a9-f6ee-48ba-b9fb-22508e8a15f2,"2021-11-02 14:19:26"
74582,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:c14c0274-b732-4bf7-b8e1-31d506a55392,"2021-11-02 14:19:26"
74606,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:302e2f3d-c172-477e-b6c2-2d93f2441c1f,"2021-11-02 14:19:26"
74606,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:5af3e3f6-b362-4630-ba39-741514d12077,"2021-11-02 14:19:26"
74605,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:d3a8b242-ee4f-4bae-9e75-0b19279db593,"2021-11-02 14:19:26"
74605,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6d5dbf9b-a686-486f-9244-d20768179a66,"2021-11-02 14:19:26"
74604,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:754940e6-ea5d-4493-a402-ae21c59467b9,"2021-11-02 14:19:26"
74604,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:3fcb45ac-cc89-4cc4-9f35-84949cc9b726,"2021-11-02 14:19:26"
74603,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:8ddb1eb1-3756-41e5-9d6f-f96afcc4296f,"2021-11-02 14:19:26"
74603,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:47e6cd12-2e2c-4a7d-a7a7-314c740f78c0,"2021-11-02 14:19:26"
74602,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:be0d3a88-072a-42c6-b8fa-6e84fd517adc,"2021-11-02 14:19:26"
74602,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:4e403f0f-2ce2-4074-a837-1354fbcf9c68,"2021-11-02 14:19:26"
74601,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:d269d9a8-8efa-4442-aa0d-1d18a194364c,"2021-11-02 14:19:26"
74601,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:260e0b8c-874f-48bd-a41e-3fe8d208fcc0,"2021-11-02 14:19:26"
74631,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:3863a3e2-9055-4fdf-984f-cd2f648cae13,"2021-11-02 14:19:26"
74631,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:af99a063-495e-4708-b421-24104cb60e81,"2021-11-02 14:19:26"
74630,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:4062a5cb-7037-4a9c-a6e8-53d43262950a,"2021-11-02 14:19:26"
74630,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:d27c29b6-1f78-4877-aa0c-38c99bce99bb,"2021-11-02 14:19:26"
74628,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:842229e5-3b02-471c-93af-01f6533a9ec8,"2021-11-02 14:19:26"
74628,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:52a7e5a2-5cc7-41fa-8d58-0e173d1100b2,"2021-11-02 14:19:26"
74627,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:43cea400-6a98-45b7-9796-144aace823e2,"2021-11-02 14:19:26"
74627,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:09450870-4298-4a8d-a690-c0a33d7d75f0,"2021-11-02 14:19:26"
74626,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:cf46c21b-bc4e-493d-81cc-7da30a7b787c,"2021-11-02 14:19:26"
74626,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6257d646-c34d-472a-a1d1-bd62070eb957,"2021-11-02 14:19:26"
74625,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:59fbbb8c-becb-4769-ae12-4112bbe301c5,"2021-11-02 14:19:26"
74625,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:e3afc1e9-247b-4685-b61d-ab65b98ff89e,"2021-11-02 14:19:26"
74624,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:dc968134-8a21-4370-b559-96261d61ec4d,"2021-11-02 14:19:26"
74624,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:c6981edd-e077-41ee-9b38-548ce69153b0,"2021-11-02 14:19:26"
74623,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:b74f045b-5476-4657-a909-f9a33765e9b7,"2021-11-02 14:19:26"
74623,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:2ae99a4e-c287-48a5-bbb2-260ab5bb8120,"2021-11-02 14:19:26"
74588,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:fb946df3-11f6-4914-a1b2-729ef9c64b68,"2021-11-02 14:19:26"
74588,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:e0ef3ba4-f2c8-4615-9c87-ad84fc6469e5,"2021-11-02 14:19:26"
74587,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:0c1591e3-5d82-4486-b664-17904b743609,"2021-11-02 14:19:26"
74587,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:80108edd-6156-4d85-95b1-49f1861a6b95,"2021-11-02 14:19:26"
74586,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:fdf058e4-66d5-4bdd-84dd-ed607d7c7ee3,"2021-11-02 14:19:26"
74586,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6974fa79-7c01-427c-9f25-953e3996b67d,"2021-11-02 14:19:26"
74637,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:95ca1087-e26c-4ddf-bffb-f35ca64f2524,"2021-11-02 14:19:26"
74637,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:4ddebb8b-47bc-4123-abfe-192ed340afc3,"2021-11-02 14:19:26"
74641,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:c2512cf1-fa94-4cef-a831-4d5a6c8e8a8d,"2021-11-02 14:19:26"
74641,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:990d0b33-d7bf-4117-9be9-c73e6aab1b02,"2021-11-02 14:19:26"
74640,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:ef71f58e-ae0f-4afe-b60d-d803fdbd017f,"2021-11-02 14:19:26"
74640,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:88f8a969-d33a-47dc-8e78-7c20b5caed3f,"2021-11-02 14:19:26"
74639,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:12bf2efa-b119-47a8-ab87-7adbb332ba40,"2021-11-02 14:19:26"
74639,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:9c92d209-85b7-4f17-90c7-a3f00a7bce15,"2021-11-02 14:19:26"
74638,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:85beaa98-e19f-4d13-91e5-48ff1285a5ef,"2021-11-02 14:19:26"
74638,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:afdacd0c-9c86-4ffa-88d7-d066f49b3d88,"2021-11-02 14:19:26"
74636,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:6504d52d-2a8e-4b7f-a0f3-482f29a9fb44,"2021-11-02 14:19:26"
74636,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:830dc482-3eb5-43d8-9596-9a04aee4bc39,"2021-11-02 14:19:26"
74635,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:ac274374-a4e3-4f64-9c9a-0c9e7bd99ab8,"2021-11-02 14:19:26"
74635,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:dc62cf72-97bd-436e-bcd3-dac769da5b6a,"2021-11-02 14:19:26"
74634,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:221364bf-27d9-4d27-8d67-32117ac92b93,"2021-11-02 14:19:26"
74634,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:75d90678-50a8-40d1-b37d-f8a7f863f4b0,"2021-11-02 14:19:26"
74633,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:1ce8873e-6f1d-4c60-9f20-6c9e28df052d,"2021-11-02 14:19:26"
74633,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:ded01344-c756-4691-ae9f-ed04acd13dfe,"2021-11-02 14:19:26"
74632,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:c764016b-7ff6-4e90-972c-dfadc93e0319,"2021-11-02 14:19:26"
74632,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:fe261f56-27d1-473b-9ede-11788715361e,"2021-11-02 14:19:26"
74652,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:3c7167ad-d789-4a81-9a04-e4885b86ce36,"2021-11-02 14:19:26"
74652,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:3bd2ea54-f18f-4d40-88c0-8f69de21822d,"2021-11-02 14:19:26"
74651,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:f1580679-8a46-433b-8d17-a4c427ca3048,"2021-11-02 14:19:26"
74651,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:0b98b3b3-c305-415d-b1ec-9bb1fe045e48,"2021-11-02 14:19:26"
74648,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:5014f6b1-644e-4737-a6ec-cecc1a529459,"2021-11-02 14:19:26"
74648,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:1d3c511a-585c-4f42-97df-aefd22a32ede,"2021-11-02 14:19:26"
74647,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:556c3dc0-ac60-40d3-beb6-12dacbaf3b26,"2021-11-02 14:19:26"
74647,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6320affb-4553-4431-ac16-6be0eba8ce93,"2021-11-02 14:19:26"
74645,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:551476f4-998d-4203-a6d9-b514bb414e57,"2021-11-02 14:19:26"
74645,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:b14867a7-5796-4f0d-8b8a-bb0c0600b0fd,"2021-11-02 14:19:26"
74644,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:282cd581-4b50-44ca-9e52-89e0c31ef396,"2021-11-02 14:19:26"
74644,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:3e5fefa2-b4aa-41c0-8376-704aca52ccb1,"2021-11-02 14:19:26"
74643,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:1c625239-c15e-4d89-9a2f-6cd9cca45603,"2021-11-02 14:19:26"
74643,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6b204464-e1fe-419a-9988-abbb53534c2d,"2021-11-02 14:19:26"
74642,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:a5dffb7a-7e8e-4c2c-809e-8f7954623298,"2021-11-02 14:19:26"
74642,"Charlie Thrift",21-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:84a1189c-d355-4a8a-8c42-057c0699e4bc,"2021-11-02 14:19:26"
74770,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:5ede4c10-2e1e-4779-b0cc-e837d2377f64,"2021-11-02 14:19:26"
74770,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:a3c2910b-17e9-44b6-91fa-69343baf0b74,"2021-11-02 14:19:26"
74774,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:962aeaa3-c71a-4ead-90a9-3b9bcd3cfdd1,"2021-11-02 14:19:26"
74774,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:b96770e5-1649-4d0e-856d-8f44859c3814,"2021-11-02 14:19:26"
74773,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:23fd4b77-3004-4e15-8e64-39b14021a46d,"2021-11-02 14:19:26"
74773,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:b7938916-2ce0-4726-8af1-93a04c7b8408,"2021-11-02 14:19:26"
74772,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:baa757f4-1c45-4b66-bb8f-1ecfecedab2a,"2021-11-02 14:19:26"
74772,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:cf26ff39-a23a-41a6-98d9-fdcf50757ee3,"2021-11-02 14:19:26"
74771,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:a3066641-2251-48aa-a7b9-8b89b33ff9f2,"2021-11-02 14:19:26"
74771,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:d0aeef4a-66c1-4978-bf62-8dd124f778a6,"2021-11-02 14:19:26"
74769,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:9a7f194c-f91e-4cc0-9fda-81b3f99c6134,"2021-11-02 14:19:26"
74769,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:6300885b-521e-4f70-82a0-49192706472c,"2021-11-02 14:19:26"
74768,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:76e1aedd-92e5-4d84-993a-62cf6d78d1e1,"2021-11-02 14:19:26"
74768,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:43d746c4-ccf3-4b8a-b326-be1d8487e37e,"2021-11-02 14:19:26"
74767,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:cea6a850-c642-406c-8040-0478d9b2fb0b,"2021-11-02 14:19:26"
74767,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:24a58c07-d248-44de-848b-2f2baefedf54,"2021-11-02 14:19:26"
74766,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:74cd49db-e2dd-4772-a7bc-7aef5ec0f31f,"2021-11-02 14:19:26"
74766,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:b1d5e916-28d3-458e-be52-a2c3441c8897,"2021-11-02 14:19:26"
74765,"Charlie Thrift",2021-02-10,,"Halictus tripartitus",,0,"Cockerell, 1895",,,,,"Discover Life Key",,urn:uuid:d42f108a-5ab4-4bb5-b550-323cbf5a26e7,"2021-11-02 14:19:26"
74765,"Charlie Thrift",22-Dec-2020,,Halictus,,0,"Latreille, 1804",,,,,,,urn:uuid:4fdab2d0-8144-4043-94c1-05f1efd86ca6,"2021-11-02 14:19:26"
